id,tenant_id,code,name,legal_name,rfc,email,phone,billing_address,shipping_address,store_id,default_price_list_id,credit_limit,balance,payment_terms_days,active,notes,created_at,created_by,updated_at,updated_by,deleted_at,deleted_by,route_id
b11060e3-30ea-4667-b63b-9986713b9b18,00000000-0000-0000-0000-00000000d01c,TST-0015,Mini Mart La Bendición,,,,,,,,00000000-0000-0000-0000-0000c0ffee02,7500.00,0.00,0,t,,2026-05-26 18:36:10.69275+00,,2026-05-26 18:36:10.69275+00,,,,
06868a2b-827c-4e86-9859-c2d4ef8d0215,00000000-0000-0000-0000-00000000d01c,TST-0016,Abarrotes Don Memo,,,,+52 55 1111 0016,,,,00000000-0000-0000-0000-0000c0ffee02,5500.00,0.00,0,t,,2026-05-26 18:36:10.69275+00,,2026-05-26 18:36:10.69275+00,,,,
05a64edd-d609-4290-a9fc-858cec46fd09,00000000-0000-0000-0000-00000000d01c,TST-0017,Súper La Fortuna,,,,,,,,00000000-0000-0000-0000-0000c0ffee02,14000.00,0.00,15,t,,2026-05-26 18:36:10.69275+00,,2026-05-26 18:36:10.69275+00,,,,
8c2a6ed0-f233-497f-9ff3-5188edc60ba8,00000000-0000-0000-0000-00000000d01c,TST-0018,Tienda La Económica,,,,,,,,00000000-0000-0000-0000-0000c0ffee02,3500.00,0.00,0,t,,2026-05-26 18:36:10.69275+00,,2026-05-26 18:36:10.69275+00,,,,
d1605524-98d9-4aa1-b88f-1e5d1b71bbac,00000000-0000-0000-0000-00000000d01c,TST-0019,Abarrotes Las Palmas,,,,,,,,00000000-0000-0000-0000-0000c0ffee02,8500.00,0.00,0,t,,2026-05-26 18:36:10.69275+00,,2026-05-26 18:36:10.69275+00,,,,
0bc8befe-7864-47bf-992a-310f3718eab8,00000000-0000-0000-0000-00000000d01c,TST-0020,Dulcería Mi Capricho,,,,+52 55 1111 0020,,,,00000000-0000-0000-0000-0000c0ffee02,16000.00,0.00,30,t,,2026-05-26 18:36:10.69275+00,,2026-05-26 18:36:10.69275+00,,,,
5567b02f-4645-4b6a-9520-d21655da4610,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-001,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-26 18:50:06.017381+00,,2026-05-26 18:50:06.031098+00,,,,
6a933286-1622-4657-aec3-c8f2bd4d6ad1,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-N1MPRJ,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-26 19:43:49.835918+00,,2026-05-26 19:43:49.841913+00,,,,
4a40bd28-9952-452f-986d-484a9a062bd4,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-N1NYZ6,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-26 19:44:48.434367+00,,2026-05-26 19:44:48.440417+00,,,,
e0dab575-1ea1-42c5-841c-6ae9759812ca,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-N4F6J8,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-26 21:01:57.238053+00,,2026-05-26 21:01:57.24802+00,,,,
fff72875-b4d2-40a8-8465-d727342ccc3d,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-N4HFT4,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-26 21:03:42.566847+00,,2026-05-26 21:03:42.572581+00,,,,
674cab6d-962f-4f0c-bab9-3bce91a5474c,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-N4IFBY,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-26 21:04:28.604496+00,,2026-05-26 21:04:28.609944+00,,,,
ff65d926-cf2c-41cb-91a0-b2aa06e22222,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-OHJBW1,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-27 19:56:52.084262+00,,2026-05-27 19:56:52.093995+00,,,,
7be5f609-961c-443e-874b-9743079734f8,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-OHMWN8,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-27 19:59:38.953087+00,,2026-05-27 19:59:38.960395+00,,,,
176d1fd1-b329-4d45-8ee1-57cf995b2a82,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-OHOO1O,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-27 20:01:01.119975+00,,2026-05-27 20:01:01.129125+00,,,,
e95fa898-3695-4f9e-a2c9-9cc1121ed99a,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-OHPRJ0,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-27 20:01:52.287604+00,,2026-05-27 20:01:52.29661+00,,,,
36bea1a1-4e08-438a-bd31-8b37f946ac82,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-OHR6UM,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-27 20:02:58.802254+00,,2026-05-27 20:02:58.809636+00,,,,
04f14ead-5a54-4396-8807-7d09b587658a,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-OHTJP3,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-27 20:04:48.762073+00,,2026-05-27 20:04:48.772112+00,,,,
b0d339c9-6466-48f7-946a-31eba5ee45cf,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-OL9NZ0,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-27 21:41:19.647402+00,,2026-05-27 21:41:19.65864+00,,,,
dcae403e-00e3-4def-bdaf-707832aa253a,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-OLLQN6,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-27 21:50:42.980748+00,,2026-05-27 21:50:42.990736+00,,,,
8a1e2012-4776-431a-b18f-640be1a20a9b,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-OM0LAE,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-05-27 22:02:15.879566+00,,2026-05-27 22:02:15.889361+00,,,,
9c22ba2a-5259-4cd3-bc39-fe4fa6faec88,00000000-0000-0000-0000-00000000d01c,TST-0013,Abarrotes 24h Express,,,,,,,bd07a13b-79cd-40b2-9127-b83915d9e115,00000000-0000-0000-0000-0000c0ffee02,20000.00,0.00,15,t,,2026-05-26 18:36:10.69275+00,,2026-05-29 15:19:11.067204+00,,,,
f95a3798-21dc-4e1f-9886-128a94d5120d,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-WWKJC9,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 17:19:52.046257+00,,2026-06-02 17:19:52.062421+00,,,,
121f5fde-ffc0-41c8-8f07-fc26f95dd8e3,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-WWLLHK,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 17:20:41.484455+00,,2026-06-02 17:20:41.494698+00,,,,
37788bfe-1c2c-4332-9c76-bd62acca61e0,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-WY2Z13,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 18:02:11.805287+00,,2026-06-02 18:02:11.81577+00,,,,
900f8070-aa26-40fb-9acf-0f0731a1358f,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-WY3IIJ,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 18:02:37.055967+00,,2026-06-02 18:02:37.065451+00,,,,
a0c712e1-c698-409e-b15d-07fe5f03cda7,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-WYKR7Q,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 18:16:01.483227+00,,2026-06-02 18:16:01.494692+00,,,,
76174a38-34d3-4c9f-a758-6e067f3db09b,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-WZ1ZRW,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 18:29:25.729186+00,,2026-06-02 18:29:25.740096+00,,,,
4edbbb9e-268b-42f5-8f7e-839498faf08c,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-WZ6S81,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 18:33:09.222332+00,,2026-06-02 18:33:09.231492+00,,,,
5a60aa39-1edd-4cc4-ae61-cdb11b39bd0f,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X0GZS0,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 19:09:05.192728+00,,2026-06-02 19:09:05.208796+00,,,,
00000000-0000-0000-0000-0000c0ffeed1,00000000-0000-0000-0000-00000000d01c,TST-PORTAL-001,Cliente Portal Demo,Cliente Portal Demo S.A. de C.V.,,,,,,,86204e05-ea5e-44ad-b36d-a7284c41ea7a,20000.00,0.00,15,t,Customer demo para validar Portal B2B (D.1+).,2026-05-26 19:54:58.51343+00,,2026-06-03 14:48:13.679425+00,,,,
adbe7d9f-8c72-4172-ba7c-cfd6ca9a7b68,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X11ULY,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 19:25:18.26796+00,,2026-06-02 19:25:18.281636+00,,,,
00950216-6562-4d87-ac53-08846ea95655,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X1HL5N,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 19:37:32.511795+00,,2026-06-02 19:37:32.522493+00,,,,
e5ec0347-262e-4103-9043-304dc9b1c8b3,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X41TY5,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 20:49:16.259932+00,,2026-06-02 20:49:16.271059+00,,,,
839ec0ca-fcd7-42fe-a8ca-3917bc72e74f,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X50EXA,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 21:16:09.74835+00,,2026-06-02 21:16:09.762593+00,,,,
b37f8b6c-44e7-45c7-bdd6-bf9174436720,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X5EGUT,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 21:27:05.434181+00,,2026-06-02 21:27:05.443469+00,,,,
87d9d33b-0776-4494-b65c-53db20b24ba1,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X64TBB,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 21:47:34.635788+00,,2026-06-02 21:47:34.644888+00,,,,
b5d20693-d9b5-44bb-8a1d-72ed60f68c31,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X7LFQO,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 22:28:29.812517+00,,2026-06-02 22:28:29.824198+00,,,,
3d0ac9e9-2e91-4a97-86bc-0f81347ce926,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X82I1F,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 22:41:45.947101+00,,2026-06-02 22:41:45.958741+00,,,,
4548c721-86c4-49a3-99f1-ce6352ed48ae,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X8CXWR,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 22:49:53.072414+00,,2026-06-02 22:49:53.084299+00,,,,
f73a73af-979e-4b72-8b9e-1d23f95ffcae,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-X95Y9B,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-02 23:12:26.548811+00,,2026-06-02 23:12:26.55977+00,,,,
947a9607-01be-4d09-80dc-4bee97e42b7a,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-YAX0DA,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-03 16:49:14.787806+00,,2026-06-03 16:49:14.801726+00,,,,
0419a2f2-e640-4d05-abf2-6431ff865c1b,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-YB2WHS,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-03 16:53:49.700071+00,,2026-06-03 16:53:49.712549+00,,,,
ebf45dc0-2960-443b-b99d-d28c87ea2797,00000000-0000-0000-0000-00000000d01c,HTTP-E2E-YIN6KX,HTTP Test Customer,,,,,,,,,99999.00,0.00,0,t,,2026-06-03 20:25:33.208002+00,,2026-06-03 20:25:33.224132+00,,,,
